263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-16,1.00809,0.45954,0.50677,0.42503,0.45591,0.34693,0.43593,0.34874,0.47952,0.39779,0.50858,0.43775,0.43048,0.3887,0.36509,0.40323,0.40323,0.48497,0.36327,0.29607,0.25793,0.41232,0.37054,0.4886,0.45228,0.41413,0.43593,0.27791,0.43775,0.37599,0.46681,0.43593,0.43593,0.38507,0.39597,0.43048,0.39597,0.36872,0.25611,0.25793,0.34511,0.45409,0.44501,0.41777,0.33785,0.40505,0.42322,0.41958,0.40142,0.46318,0.39052,0.70839,0.46681,0.45591,0.39052,0.45954,0.41232,0.4432,0.48497,0.50495,0.37781,0.34511,0.39052,0.4105,0.43411,0.37599,0.48497,0.47952,0.4886,0.41958,0.47589,0.48316,0.4432,0.44864,0.41232,0.37781,0.44864,0.23794,0.39597,0.44501,0.45228,0.40142,0.4432,0.43048,0.47407,0.43411,0.39597,0.47407,0.45046,0.40868,0.39597,0.39052,0.42322,0.43775,0.4323,0.50132,0.42503,0.41413,0.46499,0.41958,0.37417,0.41595,0.45409,0.45409,0.44138,0.46681,0.45591,0.29062,0.44864,0.45409,0.44683,0.33785,0.4432,0.40142,0.40505,0.48497,0.4105,0.37417,0.48316,0.43411,0.49769,0.3996,0.46499,0.41413,0.41232,0.45046,0.43775,0.45228,0.47771,0.43048,0.45046,0.37417,0.41413,0.43593,0.39597,0.46681,0.45954,0.51222,0.38689,0.41232,0.40868,0.47952,0.38507,0.36327,0.4105,0.43956,0.47952,0.43956,0.46499,0.39415,0.40505,0.40142,0.3996,0.47407,0.45773,0.4214,0.46499,0.47226,0.51948,0.44501,0.40323,0.39415,0.3887,0.45046,0.27609,0.38689,0.47771,0.39052,0.48134,0.46681,0.42322,0.5213,0.41413,0.48497,0.46681,0.44501,0.53583,0.46318,0.53765,0.31242,0.44501,0.44501,0.49587,0.47407,0.38507,0.3996,0.35601,0.27427,0.33785,0.47044,0.45773,0.35783,0.29607,0.27791,0.46318,0.40687,0.41413,0.45954,0.42866,0.4995,0.37417,0.47771,0.44501,0.39415,0.4214,0.42503,0.40142,0.4432,0.49587,0.49587,0.48679,0.3106,0.4995,0.40868,0.40687,0.43593,0.4432,0.43593,0.33058,0.38144,0.43775,0.44501,0.41232,0.40142,0.38689,0.4432,0.29244,0.38507,0.46136,0.45046,0.39597,0.42322,0.45228,0.50677,0.4105,0.46136,0.51403,0.50495,0.40323,0.29244,0.50132,0.36691,0.3887,0.42866,0.47226,0.41595,0.40323,0.49224,0.48679,0.47226,0.36327,0.4432,0.42866,0.4323,0.39234,0.4105,0.47589,0.45954,0.38144,0.40687,0.42866,0.43956,0.41595
Nov-38,0.45954,1.03352,0.43048,0.47044,0.39597,0.33421,0.46499,0.40505,0.44138,0.45954,0.40505,0.42503,0.36509,0.46499,0.42322,0.42866,0.47044,0.42685,0.36691,0.49769,0.45046,0.37054,0.54128,0.38689,0.36872,0.47044,0.48679,0.43956,0.46136,0.42685,0.45773,0.47952,0.48497,0.40142,0.49224,0.4105,0.43411,0.43048,0.42503,0.42503,0.43775,0.45591,0.40687,0.47407,0.45773,0.47407,0.36327,0.42685,0.41413,0.48316,0.4214,0.41958,0.4995,0.50495,0.45773,0.39597,0.45228,0.38507,0.45046,0.50858,0.47952,0.4995,0.49769,0.44501,0.34329,0.29062,0.39779,0.4214,0.39597,0.36509,0.3887,0.43048,0.41413,0.38144,0.40687,0.42322,0.42503,0.21433,0.43411,0.49405,0.42685,0.42685,0.40505,0.47226,0.39052,0.37054,0.41232,0.4105,0.33058,0.38507,0.36691,0.40142,0.34329,0.41777,0.39234,0.43411,0.39052,0.47407,0.45228,0.40505,0.39597,0.42503,0.47589,0.42866,0.51767,0.41595,0.40142,0.31787,0.57397,0.53765,0.57761,0.42685,0.42322,0.32513,0.39234,0.44864,0.42322,0.38144,0.35783,0.43956,0.49224,0.43593,0.50132,0.46499,0.51403,0.46136,0.44501,0.47589,0.40505,0.52675,0.38144,0.37236,0.38689,0.40868,0.39234,0.37781,0.38325,0.44864,0.35056,0.44864,0.43956,0.42866,0.34511,0.42322,0.40323,0.47771,0.47226,0.33603,0.45046,0.4323,0.31423,0.3215,0.36509,0.40505,0.45228,0.43956,0.48679,0.41413,0.49405,0.38507,0.41777,0.45954,0.37417,0.43775,0.45046,0.42322,0.41232,0.44138,0.35964,0.4105,0.41232,0.4214,0.47226,0.48679,0.35964,0.44138,0.43593,0.44864,0.47044,0.45228,0.36872,0.36509,0.42503,0.37599,0.41958,0.37781,0.47226,0.39415,0.47226,0.46318,0.44683,0.50677,0.45954,0.40505,0.43956,0.38144,0.35783,0.36327,0.34874,0.36509,0.30515,0.40868,0.39779,0.37236,0.34693,0.33058,0.34511,0.46136,0.48134,0.49224,0.41232,0.4214,0.43048,0.4105,0.36691,0.3215,0.39052,0.66479,0.42503,0.4105,0.43048,0.45409,0.57397,0.42866,0.40687,0.43775,0.40142,0.4323,0.43048,0.40505,0.43048,0.41595,0.47226,0.41413,0.41958,0.41777,0.44683,0.41232,0.37054,0.30152,0.45773,0.41232,0.43593,0.43048,0.40505,0.42322,0.36872,0.50132,0.50314,0.45046,0.27609,0.43956,0.39415,0.47952,0.51222,0.44138,0.39779,0.55763,0.46862,0.48497,0.45228,0.37599,0.45046
A4226,0.50677,0.43048,1.01717,0.45409,0.43775,0.39779,0.40323,0.31423,0.47226,0.5431,0.45954,0.45228,0.4323,0.46136,0.43956,0.45409,0.49224,0.40868,0.33603,0.30697,0.30515,0.44864,0.36146,0.4432,0.39779,0.42322,0.48497,0.29607,0.45409,0.44501,0.46136,0.45954,0.49405,0.35419,0.47771,0.42866,0.45954,0.42685,0.27791,0.27427,0.4105,0.48679,0.45046,0.42685,0.39597,0.4105,0.41595,0.39052,0.4995,0.43593,0.47952,0.4105,0.47589,0.4323,0.41413,0.35238,0.36872,0.4105,0.40868,0.47226,0.43048,0.4105,0.45046,0.45046,0.3887,0.27791,0.36509,0.37962,0.37599,0.4105,0.44683,0.46318,0.44683,0.4105,0.41958,0.4214,0.4323,0.23068,0.33966,0.44138,0.3887,0.3106,0.38507,0.37054,0.44683,0.29425,0.38325,0.4214,0.41777,0.40142,0.33785,0.4105,0.42503,0.39234,0.33603,0.45228,0.35964,0.41232,0.38689,0.36146,0.39234,0.42866,0.40687,0.42503,0.48497,0.45954,0.39415,0.29062,0.43956,0.46681,0.47044,0.45046,0.50858,0.39052,0.37962,0.4323,0.40142,0.39234,0.38689,0.37417,0.45773,0.51948,0.48679,0.47589,0.45228,0.48497,0.4323,0.43411,0.44501,0.45773,0.40687,0.33966,0.42866,0.41777,0.36327,0.41232,0.3996,0.45409,0.33058,0.3996,0.34329,0.47044,0.36872,0.36327,0.37599,0.37599,0.53401,0.33966,0.4323,0.39779,0.40687,0.37962,0.4995,0.41232,0.45228,0.41595,0.50858,0.44138,0.46136,0.3887,0.38144,0.34511,0.40505,0.41777,0.36691,0.41595,0.54491,0.42685,0.40142,0.44864,0.38689,0.42322,0.43411,0.47589,0.45773,0.42322,0.40687,0.37599,0.44501,0.34148,0.38689,0.38507,0.45954,0.38144,0.40687,0.44683,0.38507,0.29607,0.39597,0.3996,0.38689,0.40505,0.31423,0.3106,0.41595,0.38507,0.38507,0.37599,0.38689,0.47044,0.33421,0.41958,0.40868,0.37417,0.40142,0.42866,0.42503,0.50314,0.44501,0.45046,0.47044,0.36691,0.4995,0.41232,0.45046,0.39597,0.45773,0.44138,0.4105,0.43048,0.37054,0.49042,0.34148,0.41958,0.4105,0.43593,0.27246,0.42322,0.3887,0.4105,0.37236,0.41413,0.47589,0.4323,0.4214,0.43775,0.35419,0.42322,0.36509,0.27064,0.45591,0.35783,0.34329,0.41595,0.4432,0.47407,0.42322,0.50132,0.5213,0.41595,0.36146,0.47589,0.44683,0.44864,0.37417,0.39415,0.47407,0.43048,0.39597,0.37236,0.50132,0.40868,0.53583
A4722,0.42503,0.47044,0.45409,0.89002,0.34874,0.29244,0.36691,0.3887,0.47952,0.48679,0.40142,0.38507,0.37781,0.32695,0.29244,0.3106,0.39234,0.37599,0.38325,0.33421,0.27791,0.45046,0.38689,0.33785,0.43956,0.35056,0.37236,0.27427,0.40142,0.28517,0.36691,0.4214,0.38325,0.31787,0.47952,0.36691,0.32695,0.3106,0.24521,0.25066,0.42866,0.37962,0.4105,0.35056,0.33058,0.37599,0.45591,0.43411,0.42503,0.38144,0.34329,0.4323,0.44683,0.37781,0.37781,0.4214,0.42322,0.40142,0.45046,0.47044,0.45046,0.36327,0.40142,0.39779,0.39779,0.29062,0.39779,0.37599,0.39779,0.37781,0.4432,0.43956,0.4105,0.38507,0.40142,0.42866,0.40323,0.19435,0.37599,0.44501,0.37962,0.38144,0.33966,0.46681,0.39234,0.34329,0.34874,0.4214,0.38144,0.40505,0.32513,0.3996,0.39415,0.4214,0.35964,0.40142,0.40323,0.39052,0.42503,0.37417,0.37054,0.38689,0.45046,0.45773,0.41413,0.41413,0.40687,0.35601,0.43048,0.48316,0.43956,0.37236,0.40868,0.41595,0.34511,0.4886,0.4323,0.36509,0.30333,0.45591,0.33603,0.42685,0.40687,0.3324,0.40687,0.45228,0.32876,0.37599,0.36691,0.41958,0.30697,0.33603,0.38689,0.37236,0.39234,0.37781,0.37962,0.42503,0.35783,0.46136,0.39415,0.4432,0.35419,0.42866,0.42322,0.44683,0.39779,0.32695,0.42322,0.41595,0.41958,0.38144,0.44138,0.4323,0.40687,0.37962,0.40868,0.39779,0.48134,0.37781,0.40868,0.45046,0.40142,0.47771,0.3106,0.32695,0.43048,0.36691,0.36691,0.43775,0.39415,0.39415,0.49224,0.39597,0.46499,0.36872,0.41777,0.38325,0.44683,0.29425,0.37417,0.36327,0.4214,0.41595,0.36509,0.35601,0.36691,0.23794,0.36327,0.39597,0.39234,0.37417,0.26701,0.23431,0.38144,0.39415,0.36327,0.4105,0.37054,0.44138,0.33421,0.39597,0.3215,0.3996,0.35238,0.32331,0.34329,0.46136,0.42322,0.42866,0.47589,0.31605,0.39234,0.40323,0.3887,0.32876,0.44501,0.43593,0.40868,0.41777,0.31242,0.46681,0.34511,0.35964,0.43593,0.37236,0.25974,0.36509,0.47044,0.45409,0.46136,0.39234,0.36872,0.42685,0.4105,0.36509,0.36327,0.4214,0.3887,0.27246,0.39234,0.37781,0.34329,0.4214,0.34874,0.45409,0.3324,0.44864,0.40868,0.39052,0.26882,0.39234,0.32876,0.46136,0.37599,0.39234,0.38689,0.43593,0.44864,0.38507,0.39415,0.41777,0.4323
A188,0.45591,0.39597,0.43775,0.34874,1.0099,0.33058,0.39597,0.44138,0.49224,0.4214,0.40687,0.37781,0.36509,0.39415,0.41232,0.41413,0.38144,0.3996,0.34511,0.30152,0.27427,0.41595,0.35783,0.36146,0.37599,0.36872,0.36509,0.26337,0.3887,0.38689,0.35419,0.37417,0.3996,0.32513,0.45954,0.42503,0.38144,0.35783,0.24158,0.23976,0.37599,0.39052,0.46318,0.30878,0.29607,0.41595,0.33785,0.40687,0.37962,0.45409,0.4432,0.43048,0.39234,0.37054,0.32876,0.33785,0.29062,0.30515,0.39779,0.37599,0.40687,0.37054,0.40868,0.47407,0.37781,0.25611,0.3996,0.40505,0.37236,0.41232,0.47952,0.41232,0.3996,0.35601,0.38325,0.37962,0.39052,0.14168,0.37236,0.40505,0.45591,0.35238,0.34329,0.4323,0.38325,0.39052,0.3996,0.35601,0.37599,0.31968,0.2997,0.38144,0.39052,0.40323,0.35056,0.42866,0.35056,0.33421,0.3996,0.36509,0.33421,0.38144,0.40505,0.42322,0.47407,0.40142,0.37599,0.2997,0.35419,0.39779,0.34693,0.30878,0.35056,0.35238,0.31787,0.37962,0.38144,0.30878,0.36872,0.35238,0.37054,0.42503,0.39415,0.39052,0.3324,0.43775,0.36872,0.36691,0.40142,0.38507,0.3887,0.39597,0.40142,0.37054,0.36146,0.39052,0.35964,0.37962,0.31787,0.36146,0.39779,0.35964,0.32876,0.36146,0.33603,0.27972,0.37781,0.24521,0.39415,0.39597,0.37054,0.34511,0.40687,0.40505,0.37417,0.28699,0.40868,0.38689,0.40323,0.34148,0.37417,0.33058,0.29607,0.43411,0.33966,0.32513,0.41777,0.38507,0.42866,0.44501,0.37054,0.39597,0.34329,0.42322,0.41232,0.35964,0.38144,0.37599,0.39415,0.27609,0.34148,0.33966,0.40687,0.36509,0.40505,0.34511,0.3324,0.2888,0.36327,0.4105,0.39234,0.34329,0.26519,0.28699,0.36327,0.37236,0.31968,0.36327,0.37599,0.41777,0.29062,0.35238,0.33785,0.37962,0.37054,0.3887,0.39779,0.38144,0.41232,0.41232,0.39234,0.2888,0.41413,0.38689,0.37417,0.33603,0.36146,0.4105,0.33966,0.37417,0.40505,0.38144,0.31242,0.41958,0.29244,0.44501,0.27246,0.37417,0.35964,0.35238,0.38144,0.36146,0.41595,0.45591,0.35601,0.36872,0.37236,0.43593,0.23976,0.30333,0.39597,0.34511,0.33966,0.36691,0.39597,0.40868,0.38325,0.42685,0.42866,0.39052,0.2997,0.32513,0.29062,0.39415,0.42322,0.34693,0.4323,0.40323,0.36509,0.37599,0.45228,0.38689,0.44683
A214N,0.34693,0.33421,0.39779,0.29244,0.33058,1.0208,0.36509,0.37054,0.34693,0.39052,0.36327,0.32513,0.29607,0.68114,0.73926,0.67024,0.33603,0.41413,0.30515,0.39597,0.46862,0.34511,0.38689,0.63391,0.3215,0.54673,0.37781,0.43956,0.30515,0.7211,0.42866,0.47589,0.45046,0.45409,0.34511,0.40868,0.6993,0.75743,0.47044,0.46499,0.4214,0.43956,0.43775,0.49042,0.47044,0.52312,0.30878,0.38689,0.35419,0.32331,0.38325,0.37054,0.37054,0.40868,0.38689,0.32695,0.36327,0.32876,0.35964,0.3324,0.40687,0.55036,0.55763,0.37781,0.41413,0.23976,0.27972,0.30333,0.30878,0.3106,0.39779,0.42322,0.35783,0.34329,0.37054,0.29425,0.3324,0.15258,0.34693,0.3215,0.28517,0.34148,0.38325,0.37236,0.39234,0.39052,0.35964,0.37781,0.40505,0.30152,0.26337,0.36146,0.32876,0.34693,0.30333,0.39779,0.32695,0.37054,0.36872,0.36146,0.27246,0.35601,0.37236,0.37236,0.38507,0.25248,0.36509,0.23976,0.35238,0.39415,0.36509,0.53946,0.32331,0.38689,0.3887,0.37781,0.37054,0.35056,0.32513,0.33966,0.65208,0.44864,0.50132,0.66843,0.24158,0.27791,0.47589,0.4105,0.40323,0.39052,0.36872,0.33421,0.3887,0.33785,0.30333,0.29789,0.2888,0.42685,0.27609,0.34511,0.26701,0.41413,0.2107,0.35238,0.34511,0.33785,0.37781,0.24339,0.37417,0.38325,0.34874,0.35964,0.39779,0.30697,0.43048,0.3215,0.35056,0.26701,0.35783,0.35783,0.33785,0.3215,0.38325,0.37054,0.47226,0.39052,0.35419,0.55944,0.36146,0.38689,0.40868,0.3887,0.41413,0.43593,0.30697,0.42685,0.3324,0.32695,0.30878,0.41413,0.37781,0.37962,0.36691,0.37236,0.31605,0.31423,0.48134,0.47589,0.45046,0.33785,0.33058,0.4432,0.46318,0.46681,0.40142,0.39597,0.30697,0.36327,0.33421,0.35056,0.31423,0.34329,0.3324,0.39052,0.35056,0.3215,0.30697,0.25611,0.30697,0.29062,0.31242,0.50314,0.32695,0.36146,0.32695,0.29244,0.35601,0.4105,0.34511,0.26156,0.40142,0.37781,0.24521,0.37599,0.37962,0.36327,0.46499,0.43593,0.37236,0.41232,0.28699,0.48316,0.35964,0.45591,0.35783,0.34874,0.35238,0.30697,0.31605,0.3215,0.37417,0.41595,0.41595,0.30152,0.33603,0.36327,0.34693,0.33785,0.38507,0.30878,0.21978,0.37236,0.35783,0.32695,0.37236,0.31968,0.34693,0.3887,0.36146,0.34693,0.45954,0.33421,0.45046
A239,0.43593,0.46499,0.40323,0.36691,0.39597,0.36509,1.02443,0.40142,0.45591,0.43775,0.45409,0.45046,0.31242,0.41777,0.37599,0.43048,0.4995,0.45591,0.36327,0.26337,0.25429,0.35964,0.40868,0.42866,0.4323,0.39234,0.49224,0.26701,0.41413,0.38325,0.4432,0.3996,0.4105,0.49224,0.41958,0.46862,0.4105,0.39415,0.26519,0.26701,0.47771,0.41958,0.51403,0.44864,0.39415,0.5431,0.37054,0.40505,0.41232,0.44138,0.50858,0.44138,0.46681,0.39779,0.37236,0.3887,0.38507,0.36691,0.39779,0.41777,0.38144,0.3996,0.45046,0.47044,0.34148,0.26519,0.33785,0.39779,0.37054,0.44138,0.46136,0.45228,0.39415,0.47226,0.4105,0.46136,0.41595,0.24703,0.45954,0.44501,0.3996,0.41595,0.38325,0.41958,0.45228,0.40505,0.43411,0.45773,0.4105,0.35601,0.39779,0.43411,0.36146,0.44501,0.45228,0.41777,0.38689,0.37599,0.48497,0.41413,0.43411,0.36509,0.42685,0.46499,0.49587,0.38507,0.36691,0.35419,0.42503,0.41958,0.44138,0.36327,0.45228,0.36509,0.48316,0.44683,0.46862,0.36146,0.37962,0.40868,0.40323,0.40142,0.44138,0.42685,0.41413,0.45046,0.43593,0.42503,0.50858,0.45409,0.41777,0.38689,0.36327,0.43775,0.4105,0.43593,0.43775,0.41595,0.35964,0.43048,0.44864,0.44138,0.33058,0.39597,0.40323,0.34329,0.38689,0.31968,0.48316,0.40142,0.36509,0.36509,0.4214,0.42866,0.57034,0.40323,0.45046,0.36509,0.41232,0.31605,0.46318,0.40868,0.47589,0.44864,0.27246,0.37781,0.49405,0.43775,0.39779,0.47044,0.45954,0.45773,0.43593,0.43593,0.34874,0.53765,0.41595,0.38325,0.39597,0.26519,0.43775,0.43956,0.42685,0.44501,0.4323,0.36509,0.39234,0.2888,0.34511,0.37781,0.37417,0.37417,0.26882,0.2888,0.46681,0.40505,0.42322,0.43593,0.33421,0.38144,0.37599,0.38144,0.42503,0.4214,0.44683,0.40687,0.43775,0.43775,0.43775,0.4323,0.41595,0.36327,0.37054,0.33421,0.33603,0.34693,0.47589,0.49405,0.44501,0.32513,0.41958,0.45591,0.34874,0.37781,0.42685,0.46499,0.28154,0.49769,0.34874,0.45409,0.38507,0.37962,0.47952,0.49042,0.45954,0.39597,0.39415,0.44864,0.35783,0.29789,0.4432,0.43956,0.35238,0.37054,0.46499,0.42503,0.41777,0.49042,0.4886,0.39052,0.3215,0.41595,0.36691,0.44138,0.4323,0.43593,0.50314,0.43956,0.50314,0.56126,0.41595,0.37417,0.45228
A272,0.34874,0.40505,0.31423,0.3887,0.44138,0.37054,0.40142,0.96086,0.49042,0.45954,0.37962,0.43048,0.34693,0.39779,0.35783,0.35056,0.37962,0.37417,0.38144,0.36327,0.3324,0.31242,0.41413,0.29425,0.32876,0.29062,0.36872,0.29789,0.37962,0.35601,0.36327,0.39052,0.38144,0.2997,0.42685,0.35783,0.3996,0.35056,0.30515,0.31605,0.39234,0.40868,0.47044,0.31605,0.34874,0.3887,0.32513,0.38689,0.39779,0.35056,0.36146,0.41413,0.35964,0.36691,0.35783,0.35056,0.35238,0.34329,0.42866,0.4105,0.3324,0.36691,0.39415,0.42866,0.35238,0.31787,0.37054,0.36691,0.39415,0.41595,0.39234,0.43593,0.42685,0.4214,0.43048,0.36146,0.41413,0.18345,0.46862,0.34874,0.40687,0.4105,0.33058,0.46318,0.37236,0.34329,0.41958,0.42503,0.4105,0.37236,0.29062,0.37599,0.35238,0.34329,0.33421,0.4105,0.37781,0.4214,0.37599,0.34329,0.33421,0.4214,0.40505,0.37781,0.4323,0.35238,0.42503,0.29062,0.37236,0.38689,0.39597,0.36509,0.39052,0.43775,0.4105,0.44138,0.37781,0.29425,0.38325,0.38507,0.36509,0.45409,0.40687,0.37781,0.31605,0.40505,0.34693,0.37599,0.40868,0.36691,0.33966,0.38507,0.38507,0.36327,0.35783,0.30515,0.31968,0.34329,0.34148,0.40142,0.44864,0.41413,0.29789,0.35419,0.34874,0.38325,0.33603,0.33966,0.36509,0.33603,0.29425,0.37417,0.45591,0.41958,0.35783,0.36509,0.45046,0.44138,0.37236,0.28335,0.37417,0.39415,0.29607,0.39234,0.30515,0.31787,0.39779,0.38144,0.41777,0.45409,0.37417,0.33603,0.41232,0.39597,0.39052,0.36509,0.3996,0.40505,0.39597,0.31605,0.38507,0.37417,0.42866,0.41777,0.40142,0.31242,0.39779,0.29789,0.39052,0.41777,0.40687,0.41232,0.30697,0.29789,0.3996,0.41232,0.40505,0.40687,0.36146,0.4105,0.32695,0.43411,0.37417,0.43411,0.3887,0.41413,0.37236,0.36691,0.40142,0.39597,0.37599,0.33603,0.35783,0.35783,0.37417,0.33603,0.34329,0.4432,0.36327,0.34148,0.34874,0.34693,0.28699,0.32876,0.33603,0.39052,0.34329,0.37417,0.39779,0.39597,0.40323,0.39415,0.37417,0.46318,0.35601,0.33058,0.37962,0.35601,0.29425,0.33603,0.37599,0.3887,0.37599,0.40323,0.36327,0.38507,0.30152,0.37962,0.34693,0.38325,0.30333,0.29607,0.26519,0.32331,0.41232,0.35601,0.39597,0.4995,0.4105,0.37236,0.40505,0.38689,0.44501
A441-5,0.47952,0.44138,0.47226,0.47952,0.49224,0.34693,0.45591,0.49042,1.02988,0.45409,0.45409,0.44501,0.34693,0.39415,0.36146,0.39415,0.45409,0.36327,0.33785,0.33785,0.31605,0.39234,0.41413,0.32876,0.40868,0.37781,0.42866,0.32331,0.4432,0.35238,0.3887,0.41232,0.37962,0.2888,0.44683,0.41232,0.40505,0.36146,0.29607,0.29425,0.39779,0.40323,0.46318,0.35056,0.37781,0.44501,0.39234,0.39415,0.39415,0.34693,0.39052,0.43775,0.37599,0.44864,0.41777,0.47952,0.38689,0.4105,0.43048,0.36509,0.43775,0.38325,0.41595,0.42322,0.39415,0.3215,0.42866,0.49042,0.44138,0.45228,0.5213,0.49769,0.46318,0.48134,0.43956,0.41777,0.45591,0.21796,0.43048,0.39779,0.45409,0.46318,0.41413,0.49405,0.49224,0.40505,0.47407,0.48316,0.41595,0.47771,0.34148,0.46499,0.46136,0.43593,0.43956,0.52312,0.49042,0.37054,0.4432,0.43956,0.36146,0.45046,0.49042,0.37236,0.50132,0.43775,0.47589,0.31423,0.40687,0.46499,0.42503,0.38144,0.43048,0.46862,0.45954,0.50132,0.39234,0.43775,0.35238,0.43956,0.40142,0.40687,0.36691,0.40868,0.38689,0.48679,0.44138,0.47226,0.50677,0.39052,0.39052,0.41232,0.39052,0.39779,0.47226,0.44501,0.4214,0.43956,0.37599,0.45228,0.42685,0.48497,0.3887,0.40323,0.37236,0.44683,0.41595,0.29425,0.47771,0.33785,0.40323,0.45046,0.4995,0.40868,0.44683,0.37599,0.43956,0.41232,0.44501,0.39234,0.44501,0.3996,0.40323,0.50314,0.27246,0.35601,0.49587,0.41413,0.4214,0.42322,0.5104,0.36691,0.45773,0.40505,0.40323,0.42322,0.47952,0.42685,0.43593,0.33058,0.39234,0.38507,0.47044,0.49224,0.45228,0.41413,0.39597,0.2888,0.34874,0.3996,0.4214,0.36146,0.31242,0.30333,0.43593,0.41958,0.39052,0.47952,0.37781,0.40142,0.32331,0.45046,0.37417,0.42503,0.40687,0.36691,0.45773,0.42866,0.45228,0.45591,0.49405,0.36327,0.34693,0.36509,0.33421,0.32513,0.38689,0.4105,0.34693,0.3324,0.40323,0.36327,0.30333,0.39597,0.40505,0.40505,0.3106,0.4105,0.41958,0.44501,0.45773,0.39597,0.45228,0.49769,0.41958,0.46681,0.37962,0.49042,0.38325,0.34511,0.49587,0.4323,0.39779,0.45773,0.41958,0.40505,0.38689,0.53765,0.54128,0.46318,0.33603,0.49042,0.40142,0.45954,0.36691,0.39415,0.50677,0.40687,0.35783,0.39052,0.43956,0.34693,0.42685
A554,0.39779,0.45954,0.5431,0.48679,0.4214,0.39052,0.43775,0.45954,0.45409,1.01717,0.40868,0.40505,0.41958,0.46862,0.46318,0.41232,0.57579,0.41777,0.4105,0.43593,0.38144,0.3996,0.4323,0.42685,0.35964,0.43593,0.44683,0.35238,0.45409,0.44138,0.49042,0.5104,0.48316,0.41232,0.60667,0.44138,0.44864,0.43411,0.34511,0.34874,0.38689,0.48316,0.42322,0.42503,0.40323,0.45954,0.46681,0.43593,0.42322,0.44501,0.54491,0.40323,0.50495,0.44501,0.43048,0.44501,0.4432,0.38507,0.39779,0.50132,0.41232,0.42322,0.47407,0.41413,0.40868,0.27791,0.34693,0.38507,0.37417,0.41958,0.43048,0.42866,0.42866,0.40323,0.42503,0.44683,0.40505,0.20707,0.39052,0.44864,0.3887,0.37781,0.35601,0.48134,0.43956,0.39597,0.42503,0.46862,0.38689,0.43048,0.35964,0.41595,0.4214,0.41413,0.37417,0.47952,0.35238,0.39779,0.46318,0.40323,0.44138,0.40505,0.48134,0.43593,0.48134,0.44864,0.4214,0.29789,0.48679,0.48316,0.47952,0.37599,0.43048,0.42685,0.41777,0.45228,0.47226,0.36691,0.36691,0.44683,0.43775,0.7102,0.46499,0.45591,0.44501,0.44501,0.41958,0.41232,0.44864,0.47407,0.36691,0.36691,0.47589,0.45228,0.40868,0.39052,0.35964,0.43775,0.41958,0.39779,0.37417,0.48679,0.40687,0.42685,0.46318,0.41232,0.51403,0.36327,0.41595,0.37781,0.37054,0.3887,0.60849,0.43048,0.51222,0.47044,0.53038,0.46862,0.46862,0.3996,0.4432,0.41595,0.44864,0.45228,0.3996,0.35056,0.47226,0.49769,0.38689,0.47226,0.40687,0.46862,0.48316,0.48497,0.45773,0.53765,0.41777,0.43593,0.46862,0.40142,0.39234,0.39234,0.4323,0.41413,0.39415,0.34511,0.42866,0.37417,0.4432,0.41595,0.40868,0.46136,0.36872,0.35783,0.42866,0.41232,0.36327,0.43411,0.41413,0.45773,0.32876,0.42866,0.33058,0.41413,0.41777,0.4105,0.39779,0.47407,0.47226,0.47771,0.46681,0.41413,0.43411,0.47044,0.4432,0.40687,0.45409,0.50314,0.43593,0.45954,0.4323,0.45409,0.40142,0.45228,0.50314,0.43956,0.33421,0.42685,0.48497,0.42322,0.43775,0.45773,0.46136,0.44864,0.43048,0.45228,0.38325,0.4214,0.3887,0.30515,0.38507,0.39597,0.3996,0.42322,0.39052,0.46862,0.43775,0.58124,0.55036,0.4995,0.31968,0.47044,0.4432,0.46318,0.45046,0.44683,0.42503,0.48134,0.52312,0.47407,0.65026,0.57579,0.73381
