y cov1 cov2
3.33633465754039 -0.082271 -0.064875
1.70681303971674 -0.079114 -0.068167
1.78019865850912 -0.081068 -0.056846
0.907132997761361 -0.082542 -0.063059
1.42890655251006 -0.0786 -0.064641
2.24595191177278 -0.081873 -0.067404
2.29407427352381 -0.080316 -0.05371
1.09074183621517 -0.080256 -0.056444
1.53447602721476 -0.080456 -0.044654
0.941001863258496 -0.08099 -0.07142
0.818074905341169 -0.080631 -0.071037
1.23879666200372 -0.079926 -0.061641
0.0437608854203504 -0.082023 -0.067723
0.621476325607665 -0.081824 -0.058975
-0.0306756482328743 -0.081581 -0.064855
1.96860228361801 -0.082129 -0.052366
0.345554968532172 -0.081052 -0.061536
0.470304440418641 -0.080149 -0.063855
0.770242686768977 -0.082152 -0.066413
2.34817098211901 -0.080962 -0.055541
2.51051373490541 -0.079179 -0.064556
1.51854580057921 -0.082923 -0.061801
1.15362719003704 -0.08052 -0.082429
-0.407338951246943 -0.082437 -0.065421
1.45436560655017 -0.083958 -0.055591
0.353519516534096 -0.081814 -0.06359
1.02264181962893 -0.082908 -0.058849
0.158996390675124 -0.082936 -0.051721
4.01495405497536 -0.081203 -0.068793
0.067536552229471 -0.082635 -0.061665
0.856324705454991 -0.083179 -0.060199
1.17786658701289 -0.080753 -0.062662
2.27308306147805 -0.082817 -0.060219
0.59642606373823 -0.079594 -0.054321
1.071683576012 -0.08306 -0.056945
0.958420917645593 -0.081709 -0.04229
0.887545091200049 -0.08284 -0.052788
1.705137778329 -0.079874 -0.067237
-0.961173902025999 -0.083085 -0.056967
0.162409761713166 -0.079651 -0.055687
1.98058539867212 -0.08404 -0.066732
1.97570563969634 -0.083468 -0.046101
1.01976355668704 -0.082285 -0.051188
1.66921784194262 -0.083243 -0.0668
1.02917115823397 -0.083276 -0.069755
2.60660997343131 -0.08392 -0.05286
0.435755513829759 -0.083134 -0.062267
1.16230297306982 -0.083164 -0.052677
1.57745523519162 -0.083738 -0.059253
1.21662630993476 -0.082093 -0.05863
1.26302944452877 -0.082958 -0.070062
1.32781249059438 -0.081676 -0.070113
1.14247696988803 -0.082436 -0.058656
1.29619251646323 -0.081102 -0.065504
1.31797083618829 -0.083302 -0.066047
0.710614784558762 -0.083263 -0.0537
0.658245836066387 -0.082688 -0.06612
2.17487642866759 -0.082626 -0.064012
-0.10692051332697 -0.082271 -0.056977
0.951702288383634 -0.082332 -0.063509
0.785485540818083 -0.082126 -0.054926
2.57887310613686 -0.082001 -0.056397
-0.180727179682102 -0.080737 -0.058514
0.42186993991888 -0.081705 -0.052568
1.76486373368303 -0.083205 -0.063121
0.289977102536368 -0.082678 -0.055605
0.0377563210365702 -0.080949 -0.05887
1.1805866691724 -0.080614 -0.058961
0.511104709106386 -0.080638 -0.061132
1.16175772214079 -0.083271 -0.059081
-1.1325602045605 -0.08124 -0.066843
0.446813101105612 -0.083142 -0.054854
0.826015641403957 -0.082404 -0.047722
0.356728660478818 -0.082215 -0.05649
1.26874331952117 -0.082486 -0.050479
1.41058500878844 -0.083568 -0.059406
0.832978835666913 -0.082834 -0.043232
0.0234930741207094 -0.079659 -0.055991
0.76385641583538 -0.080165 -0.063637
1.05283572282986 -0.082502 -0.057592
0.726974417422602 -0.082214 -0.05946
1.02285118151526 -0.078969 -0.063027
1.1879972222325 -0.081702 -0.071109
0.698145957433549 -0.081602 -0.049021
0.914810459734177 -0.083329 -0.057478
1.35820852180126 -0.08148 -0.068345
1.91900490604071 -0.082605 -0.055581
0.313802735153462 -0.082548 -0.058918
0.809880579738648 -0.080251 -0.054804
1.36798942627081 -0.079431 -0.058983
1.61643120346031 -0.081126 -0.0623
1.99169427280514 -0.081492 -0.05788
0.666147365815741 -0.08154 -0.046254
1.2710379618038 -0.083467 -0.069462
2.29880173558755 -0.081852 -0.069528
2.37143210093898 -0.08101 0.113774
1.96299750478723 -0.081627 0.122413
1.10899058863616 -0.080454 0.116239
0.262346021489353 -0.082298 0.10422
1.70427947235279 -0.081752 0.112995
0.14729588711785 -0.082757 0.103391
0.365214988371977 -0.08243 0.108891
0.963191753482148 -0.079533 0.121888
0.550308119192926 -0.081687 0.126143
0.61618935572697 -0.082054 0.114713
0.578672266237125 -0.081082 0.117181
0.833387336383932 -0.079472 0.114946
1.61745836056847 -0.081959 0.113442
2.12653878554889 -0.082347 0.105086
0.725948763303752 -0.08039 0.111774
1.02456107904914 -0.081358 0.115507
1.62838117566235 -0.081701 0.108353
2.701957291656 -0.081063 0.104439
1.19450389861707 -0.081074 0.121654
0.963141675619419 -0.081832 0.112228
1.10162304751428 -0.07987 0.117757
1.60727471504901 -0.082502 0.098151
0.812433695814478 -0.082741 0.111807
1.44146810924867 -0.081144 0.105954
1.17168667588689 -0.081404 0.105779
2.96380325555055 -0.085133 0.099188
0.679161660579387 -0.079315 0.117868
2.19085344482866 -0.080982 0.119338
0.859787300045346 -0.080995 0.118837
0.99207197302301 -0.080627 0.113568
2.22605264299022 -0.083508 0.115136
0.220724833442915 -0.081248 0.107062
1.95312771678275 -0.081024 0.111938
2.21237942153213 -0.080754 0.108299
0.93025309483939 -0.081803 0.114933
0.0390745870630235 -0.080948 0.110812
0.971182556047183 -0.082618 0.114664
0.348031640936233 -0.081967 0.100471
2.50500073039244 -0.079891 0.116455
0.0998963641367777 -0.082325 0.108163
0.544164131409355 -0.081792 0.117763
1.14614346603649 -0.080211 0.112756
1.43442040793913 -0.077927 -0.043956
0.369329613183357 -0.077782 -0.026294
2.44713244711207 -0.077065 -0.018341
1.31728245713122 -0.079362 0.106689
2.15824847731529 -0.081849 0.108834
0.578292249910911 -0.082605 0.110143
